Date,Category,Amount,Payment Method,Merchant,Location,Income/Expense,User ID,Transaction ID,Account Balance,Currency,Transaction Time,Day of Week
2022-03-15,Groceries,1468.96,UPI,Zomato,Bengaluru,Expense,98106e30-c51f-48c6-91c7-65e38cc59a37,828e6d7c-0d61-4235-9a08-29bda8cde0d9,429158.22,INR,22:25:02,Sunday
2020-10-27,Entertainment,8825.38,Cash,Flipkart,Kolkata,Expense,a4cc30cd-1f7f-45aa-9342-f5c8f8cc47ec,6e3cd27e-8d36-44f9-a4b5-bac8c31e1a54,252613.95,INR,02:11:30,Wednesday
2024-01-30,Entertainment,3010.2,Credit Card,Flipkart,Pune,Expense,d1799b89-b108-42d6-8528-2f18a596f351,c5264e98-27be-474d-8690-0a825fb4e014,474625.19,INR,04:34:04,Thursday
2021-03-04,Transportation,19527.09,Credit Card,Amazon,Mumbai,Income,56d133d0-46ba-4715-98e1-47574373f4bf,9f65a9a2-f56b-48f0-89d0-2c48d0a4d5fd,163676.66,INR,15:07:55,Saturday
2020-06-03,Utilities,16806.94,Cash,Uber,Chennai,Expense,315caa8d-e59c-4155-8949-aeb1898a8d1c,53ead648-7ca8-4153-b458-3d5a1c68363f,219708.95,INR,20:24:10,Sunday
2021-12-05,Dining,23459.76,Net Banking,Uber,Hyderabad,Income,2503ac47-dd49-4f4b-a60b-df4ae3a2cd37,9e9c80ce-2601-46e6-83e2-23610c6b8e81,394033.24,INR,11:06:42,Monday
2024-03-08,Shopping,26452.77,Net Banking,Amazon,Chennai,Income,d5fad39a-1210-4e42-b5ec-8cae2f99a697,53061561-78a6-4f16-8f04-0089c93049be,284527.81,INR,09:00:52,Monday
2023-03-14,Health,29859.39,Credit Card,Reliance Fresh,Chennai,Income,e126b438-18ed-463d-9dd7-87fbb50df034,b44f99bb-8d73-440c-8612-222ff084601f,383441.1,INR,14:56:25,Thursday
2023-08-03,Health,24242.5,UPI,Flipkart,Kolkata,Expense,b6bd7b22-c6be-45a9-af54-9f88590ae559,01bd762e-cdd4-4bed-b059-5fccbff44c22,432613.49,INR,22:29:43,Monday
2021-12-16,Entertainment,28724.42,Credit Card,Zomato,Bengaluru,Expense,bb3f6fee-3365-4a37-922f-d2763c6f8b42,a55789fa-1017-4e93-a861-4c5a4e7816b6,485601.15,INR,04:18:57,Sunday
2023-10-20,Utilities,41718.48,UPI,Flipkart,Hyderabad,Income,bd1aa394-2eb0-49e4-a531-09145102fe81,4d57fe36-f134-431b-a0f1-0e84c1e4a745,187546.38,INR,08:49:28,Monday
2023-04-21,Groceries,5004.88,Credit Card,Flipkart,Hyderabad,Income,503db9f6-5496-45b4-b426-5e3c0e380498,33a6cca8-2e9a-4c85-9d1d-491fbe744762,159322.42,INR,09:08:21,Tuesday
2023-03-24,Education,16434.54,Credit Card,Amazon,Pune,Income,00e1ddce-37da-4c77-bc6a-f92c2cfdfc8d,7a2b52d6-a2fe-461c-ba5f-a5c78a094d35,11762.88,INR,21:42:12,Friday
2021-04-23,Education,21387.24,Cash,BookMyShow,Pune,Expense,2cf71f7d-f6d6-4372-aa16-3a28eb01725b,bbdc08f0-bf49-41e5-84eb-c23fae04bdf0,114202.1,INR,11:32:09,Sunday
2021-08-15,Shopping,10595.37,UPI,BookMyShow,Bengaluru,Income,36ccb2a9-3606-421c-8dc6-430a89bea781,eae0e694-9949-4072-8694-280bde85d184,97748.94,INR,13:32:53,Sunday
2022-09-27,Groceries,13026.52,Cash,Amazon,Chennai,Income,686752a6-96de-4d69-804e-45322a809490,8da0f82c-1837-4535-98b4-2f6aa38e4ae1,230922.07,INR,20:19:52,Tuesday
2022-11-05,Utilities,31581.99,UPI,Big Bazaar,Bengaluru,Income,731b7211-4287-49e6-907d-4dcfaef7cca6,3576c1c3-0988-43ab-bc30-4b125191cee6,420301.31,INR,06:03:53,Tuesday
2024-02-22,Shopping,41720.97,UPI,Reliance Fresh,Mumbai,Expense,0692e820-224d-4918-948b-447d4197e84a,28842e17-7d16-4f27-9bcf-fd4d1c1d0170,208546.59,INR,02:48:15,Monday
2023-12-24,Transportation,33929.5,UPI,Reliance Fresh,Pune,Expense,30c15d87-accc-4c49-bb61-a2a162edaa50,e9f25bf0-1f48-4fb2-af9d-6f42f74817a4,342057.43,INR,17:04:49,Saturday
2022-12-25,Health,26859.63,Credit Card,Zomato,Mumbai,Expense,86ef54a8-1e6f-4a70-ae45-f1ab2c1eeb68,e518dc3d-215c-48e8-a7dc-27645b644293,66567.73,INR,03:11:59,Wednesday
2024-02-24,Utilities,9833.14,UPI,Zomato,Kolkata,Expense,279d4163-1750-4809-8f50-6e9da723cd4b,e3731b2d-25a5-4767-9f36-faa0b6064b74,342938.89,INR,16:20:25,Friday
2023-02-16,Dining,29316.81,Net Banking,Zomato,Mumbai,Income,a15b82dd-dca8-4236-9a15-c313fb1416fb,02cf1332-7b2e-4621-8c91-9242896543d2,375236.41,INR,16:01:45,Wednesday
2022-04-19,Utilities,17262.65,Cash,Flipkart,Mumbai,Income,f7f20039-9b7d-49af-ae48-230d71b7f898,ed7ae00d-2533-4176-87b4-b00b863de4b1,105405.77,INR,18:52:05,Friday
2021-02-10,Health,4760.21,Cash,BookMyShow,Mumbai,Expense,08225309-d6f4-44f4-94f8-3c9fad94e33e,03b1a259-f67b-44db-aabb-5f8d3afcdf92,356040.7,INR,14:32:38,Wednesday
2021-06-16,Utilities,16752.69,Cash,Big Bazaar,Delhi,Income,e4b8cfbd-82aa-40a2-ab21-1fa4adff074d,3300fc34-a2fc-4cf2-a5f7-11c46f9527e7,102533.36,INR,04:09:51,Monday
2023-10-03,Groceries,18169.58,Net Banking,Swiggy,Pune,Expense,433d03b0-9b27-420a-8a8d-d607309e8160,4492ebb8-7565-4616-90a1-b65db1523ae6,384180.17,INR,19:17:11,Friday
2023-02-11,Entertainment,31656.12,Credit Card,Uber,Kolkata,Income,43c6a727-77da-46fe-a973-31a195f23732,3a71f224-69ad-4660-a0a3-06480de9ebcf,24866.54,INR,05:29:26,Saturday
2020-08-18,Dining,18845.97,Debit Card,BookMyShow,Bengaluru,Income,a39f2776-6829-48c8-ba2a-be7a192d3bc8,427051ba-99dd-466d-b0f9-ca68094c53ef,366549.31,INR,11:20:42,Monday
2021-06-01,Entertainment,36240.05,Debit Card,Reliance Fresh,Pune,Income,a62dd7d9-ca2b-4ec2-843c-190364a5eda7,d3da35b1-8abf-46d9-bdef-6c6714c746e3,19712.13,INR,12:25:34,Friday
2020-07-31,Shopping,27938.39,Cash,BookMyShow,Kolkata,Income,9b8f5103-0464-4c1a-acc1-05113d8f6a81,25ef11ab-53cd-4c59-a9d1-0fdb4f40bd2b,351173.66,INR,23:18:16,Tuesday
2020-01-21,Dining,2515.72,Credit Card,Uber,Kolkata,Income,ef8f12d0-6f03-424e-aed8-e713752fa248,cc64b5d1-65bd-4fff-ae00-06cbe45a3a70,118632.13,INR,12:17:22,Tuesday
2023-06-27,Education,30105.5,Credit Card,Reliance Fresh,Mumbai,Income,a0ca5c78-aade-4f28-a81c-0fc5e98d9dcb,e1de1a23-85cf-4f1d-b776-3aa1d0f10a60,17809.85,INR,04:50:23,Friday
2022-02-05,Entertainment,45440.58,Debit Card,Uber,Pune,Expense,05cfad6e-40ab-4b11-9b4d-09caaa145043,d40676f7-573f-44a3-a8bd-6709ac99e902,35643.23,INR,08:45:40,Wednesday
2023-08-21,Utilities,15004.26,Debit Card,Reliance Fresh,Hyderabad,Expense,e9401917-5c05-441f-b4a8-48ea49c1d704,a80faaee-2200-4a27-b5c4-f2d0d1c04be1,401078.73,INR,05:22:13,Sunday
2021-07-06,Health,2412.89,UPI,Swiggy,Kolkata,Expense,82f7b21c-2e9a-495c-86fb-4780ef6a9931,e46b4faa-8d3f-4b27-9987-2dbb812428a1,337125.98,INR,09:05:06,Friday
2021-09-12,Education,49574.97,Net Banking,BookMyShow,Hyderabad,Income,35ced33a-2416-464d-8781-b36c36ebec36,9a5fe71a-e2cb-4d3c-916d-72a33c6f2abd,426586.3,INR,12:27:13,Sunday
2024-03-05,Health,31178.97,UPI,BookMyShow,Mumbai,Expense,88821231-c899-49f2-8fa4-e31e3f5e3ed7,d1b0e8eb-5d39-47de-9f80-5c609ce1efc3,304650.96,INR,07:59:09,Friday
2023-10-11,Dining,26077.33,Net Banking,Uber,Ahmedabad,Income,07c71507-1d13-4987-b127-47c42b40b52f,48ee4861-3ffe-41fe-acbb-46c43f0f62e7,175578.8,INR,23:32:26,Tuesday
2023-07-18,Education,13166.56,Cash,Amazon,Mumbai,Expense,8d731820-e397-49e6-8350-586920a2ac31,c9912d00-54ee-4443-b511-63f2b67fdb0b,312552.86,INR,06:17:39,Wednesday
2023-03-14,Entertainment,48334.27,Net Banking,Big Bazaar,Mumbai,Expense,aa386d1d-a617-46c8-a076-278243019cf5,d946d939-c9a4-4bef-ae15-d97a695d627b,200041.04,INR,02:33:45,Tuesday
2023-12-13,Shopping,42999.93,Cash,Amazon,Hyderabad,Expense,2a93188b-31ff-4109-abb6-d6631dbfbc01,19586ea9-7a6f-42d0-8a86-aac0ae77d9e1,23562.71,INR,17:51:28,Thursday
2023-12-13,Education,27201.79,UPI,Amazon,Bengaluru,Income,7d199d44-7208-4b1a-bbb6-d06650eb31a0,2578db34-b86a-402f-82f5-f87ead4d4318,129905.08,INR,07:15:16,Wednesday
2021-06-12,Shopping,38996.0,UPI,Amazon,Bengaluru,Income,5e882cb4-d32d-4765-95e0-554eb95f04e5,78963527-2506-4d82-80f1-39cae3ddf37b,30492.51,INR,13:29:12,Saturday
2023-02-19,Shopping,35074.46,Net Banking,Big Bazaar,Ahmedabad,Income,a5b7c2a9-6cd1-4b24-8e54-8782cb3e045a,59b8b1fe-0f88-49c7-8151-e6a0c2081674,488916.26,INR,14:39:56,Thursday
2021-07-16,Shopping,32749.98,UPI,Swiggy,Kolkata,Expense,264a7b7a-e52f-4035-953a-4c388dd6f918,ce689625-804b-4141-abc5-716bd5a67c51,260358.9,INR,17:56:53,Friday
2022-11-07,Education,13546.35,Cash,Swiggy,Pune,Income,432bfc65-158c-4f83-b5ba-019d0c8c0de2,8f8e0756-bfad-4267-9873-f70595133e1a,227223.48,INR,05:50:05,Saturday
2022-10-30,Dining,20377.45,Debit Card,Flipkart,Delhi,Expense,5a65af7b-9c14-4473-ba8e-9fab6f90798b,a17b50cc-317e-4eeb-b427-eec161e76b66,218749.79,INR,07:09:34,Tuesday
2020-10-25,Groceries,35950.04,Credit Card,Zomato,Bengaluru,Income,2bc2022e-6950-42d1-928d-6f482e7845cc,2bde6419-b3e7-4889-87c1-145883a0c700,458919.32,INR,17:58:29,Tuesday
2020-08-26,Dining,1569.41,Cash,Swiggy,Hyderabad,Expense,52af75d4-b38b-4e49-9071-53ec954f449c,b743d928-785c-44cd-a10d-f95bfb91b9df,168494.87,INR,03:04:29,Saturday
2021-01-14,Groceries,47106.28,UPI,Zomato,Hyderabad,Income,df272092-1b1f-4ecc-8407-2904f59849c4,91437ba7-1bf8-4153-80b6-229508f568e3,330678.64,INR,17:52:03,Wednesday
2022-02-17,Education,42598.49,Net Banking,Swiggy,Pune,Expense,19af7411-58a5-4350-a429-3ae91a98e494,60dedb03-93e8-4e81-b122-9e85b01e5941,39478.43,INR,17:32:37,Friday
2023-01-10,Transportation,7546.81,Net Banking,Big Bazaar,Mumbai,Expense,8e372239-680e-4873-b04e-99dcea7d298e,846bd4e5-cad7-4c03-8b84-026c17f3f08e,453031.52,INR,11:40:10,Wednesday
2021-04-07,Entertainment,10972.85,Credit Card,Zomato,Kolkata,Expense,5de2da08-f806-45a1-8b35-734fa2910864,b6cae410-0d31-4c23-92b5-098d3996b86c,26926.65,INR,14:45:51,Wednesday
2024-05-05,Health,10256.89,Net Banking,BookMyShow,Delhi,Expense,a5b6a6b6-8182-4c86-8daf-f66e32308dbe,13de91b9-c783-4437-abce-2b21360ce2ba,32509.46,INR,14:18:47,Tuesday
2022-04-12,Groceries,29095.56,Cash,Reliance Fresh,Delhi,Expense,b543d6bc-aa32-4d63-a8c4-b318107053e0,da968142-8a5e-432f-9d99-9ee5ae81bafe,218514.87,INR,09:21:05,Sunday
2022-05-13,Utilities,20311.4,Cash,Big Bazaar,Pune,Income,d90792a6-332a-41b1-b079-e13159fcf956,87bdc513-eb93-42d3-9bcb-ba9697522231,221667.72,INR,13:15:57,Thursday
2020-12-10,Entertainment,35295.96,Credit Card,Amazon,Bengaluru,Income,241c4287-7741-4149-8328-c63810762653,a6f795f5-b53b-40d1-99eb-41f484f5feba,401605.47,INR,00:12:27,Tuesday
2021-03-01,Entertainment,781.35,Debit Card,Reliance Fresh,Chennai,Income,879eb9a6-4cfc-42bb-8d50-41c755467ac3,6439feca-1f4c-4105-b051-8461e2febb1d,50658.0,INR,17:21:16,Monday
2022-06-14,Entertainment,32564.27,Credit Card,BookMyShow,Delhi,Expense,2dfe0003-93f8-4fdb-a770-79b95f6cc6f7,9af44800-5d4e-497f-a88c-fb684f56664c,296322.96,INR,21:06:13,Sunday
2021-09-29,Entertainment,37904.01,Net Banking,Reliance Fresh,Hyderabad,Expense,a5771fa0-ebce-44d4-9949-539c60bbbd06,fea5fe07-8609-4bff-b3f0-e30f77910926,84122.17,INR,07:39:38,Tuesday
2021-05-27,Transportation,40632.29,Debit Card,Big Bazaar,Hyderabad,Expense,a4cb97ac-7815-4d03-b95a-c68dfab6afbb,18917af4-f2c0-4471-9476-745a5d800e72,15905.78,INR,15:11:02,Thursday
2020-11-21,Groceries,6192.4,Cash,Flipkart,Chennai,Income,e05264cc-3ed4-46db-92ed-1296d6e82047,5162a509-9ab0-406a-94b5-99bc4c5b9a02,204661.33,INR,23:04:41,Friday
2022-01-23,Health,27882.14,Credit Card,Uber,Chennai,Expense,d0621e41-45df-4080-ae6b-5a378bf0f557,a7d61b6b-2ebb-4eb0-a971-bad7aa574623,192863.16,INR,23:29:33,Sunday
2021-12-23,Utilities,36986.15,UPI,Zomato,Bengaluru,Expense,b1c0cf6c-63e1-40bd-a2a4-16f7c08c5215,8b9b6991-4f90-4fbb-b2e9-58811ba8f878,107445.83,INR,21:05:01,Sunday
2020-12-07,Entertainment,4731.0,Net Banking,Zomato,Chennai,Income,9782d080-41d4-4eae-9b77-8d62f2d7d569,25dc01bc-ef86-4459-b58e-57281254c971,341866.4,INR,18:39:57,Monday
2024-03-22,Entertainment,4778.5,Net Banking,Swiggy,Kolkata,Expense,4e44adfa-683b-4de4-8982-fca384d10941,dad7c57b-bc92-4564-810e-9d968f97c62d,303492.3,INR,10:24:12,Sunday
2023-09-05,Entertainment,26437.92,Net Banking,Amazon,Ahmedabad,Income,9cd08da2-fe3b-4486-8a51-bf81badcf3b5,bec583bf-d57b-40f5-bdd8-efbfa490fc7b,350715.88,INR,02:30:48,Thursday
2023-05-14,Entertainment,47525.72,Debit Card,Reliance Fresh,Delhi,Expense,ca6313b7-efe8-4ee2-b14a-267e9ffcbe4f,a4888171-f143-4955-af04-fbe5b286b89b,70872.35,INR,06:36:46,Wednesday
2020-03-14,Utilities,48622.84,Net Banking,Swiggy,Chennai,Income,125157c5-1dda-41b1-985d-eec97666c3db,e30313cd-8a93-43d8-8d43-c95a265a6954,206294.79,INR,11:05:14,Monday
2022-10-19,Shopping,4040.94,Debit Card,BookMyShow,Mumbai,Income,4bb4e90b-495b-4c25-ba26-96014fbea908,04973875-9d0e-4cbf-bfdf-530e9a334b8d,354507.06,INR,20:42:12,Thursday
2024-07-20,Groceries,23096.7,Cash,Big Bazaar,Kolkata,Income,45b7a73b-4896-4b49-94c6-ff5e81e7e77b,63575b63-f79f-4817-8f7d-d5c5d8deb5a6,414773.05,INR,08:19:34,Thursday
2022-11-28,Dining,29341.24,UPI,Flipkart,Mumbai,Expense,71922f33-0085-47b1-bb58-f369a3b6deb3,d954c80b-7d33-4881-8da4-6eef2dae0930,159400.82,INR,23:59:34,Thursday
2022-02-26,Education,21194.49,Credit Card,Flipkart,Bengaluru,Income,fb73aa5c-1bda-46d9-b5f2-b48c9c113705,3f96838d-e10d-4833-bf4c-4f805084d14d,306483.67,INR,02:01:40,Friday
2020-04-08,Utilities,27160.91,Credit Card,Swiggy,Kolkata,Income,89457f2f-91ab-4252-842e-5aded9a7205f,d4446aba-59de-4f0d-8f15-5c33bd922e0c,48050.24,INR,09:43:31,Thursday
2024-04-09,Health,49309.28,UPI,Amazon,Chennai,Income,b1537b1a-a205-437e-8875-9eb0787f7eb9,2be4d582-20d4-413d-8fc6-fbecc61e71f9,165933.03,INR,18:51:43,Tuesday
2022-08-17,Education,6447.55,Debit Card,Swiggy,Hyderabad,Income,9afc2af9-3cf5-4f33-aee1-103c87d85ed9,f8855bdb-66df-47a2-bba0-f9c6646e4498,154468.93,INR,13:10:10,Tuesday
2023-09-23,Shopping,17024.01,Credit Card,Zomato,Chennai,Income,09bead8a-2e0c-442f-91a2-b6fc43dd7a17,42baf838-cc0a-423b-bbf3-873d1f47c93b,160375.53,INR,14:02:48,Monday
2023-07-07,Utilities,36373.41,UPI,BookMyShow,Chennai,Income,235d617f-f6da-455f-abc8-89c092b5a82e,313bf774-7813-4dd9-ae0e-4eca7605662f,239369.38,INR,19:14:10,Monday
2023-10-21,Education,27445.66,Net Banking,Zomato,Kolkata,Income,7f5c4dcd-ea60-421d-bac2-9f307a33e4c0,85790cb1-a179-4f32-a508-ee4692fda2d2,158475.1,INR,01:08:07,Wednesday
2022-03-07,Education,47467.36,Debit Card,Amazon,Ahmedabad,Income,0e6363ea-2999-4c5b-ae5f-11050d54ab21,8608e531-5cdf-4260-bbe2-18af45d475eb,229203.42,INR,12:25:42,Sunday
2022-10-07,Groceries,37935.84,Debit Card,Reliance Fresh,Kolkata,Income,4bfa30c0-833e-42c4-9566-62331cd00731,77a2d0af-7013-41c8-8628-1a2e820fb59b,287387.95,INR,17:25:27,Tuesday
2024-06-07,Entertainment,42788.21,Debit Card,Swiggy,Kolkata,Income,77df3ed8-4cbd-4b26-bafb-0154742be7e1,4100eb53-2de1-4b77-b67f-8e572307fafc,232090.34,INR,11:02:52,Wednesday
2023-01-10,Utilities,25058.37,UPI,BookMyShow,Chennai,Expense,bada326d-292a-42f5-9d2e-0c1187e8af4b,66e75f11-4a27-4631-af03-7f35ed5c9f38,342683.47,INR,10:05:30,Thursday
2023-07-13,Groceries,23639.28,Credit Card,Reliance Fresh,Kolkata,Income,3a938516-7a61-44b0-9ab7-512e24cfc8da,f64cd676-6d69-4a30-b293-5e2209bf9986,460104.17,INR,20:30:10,Friday
2020-01-25,Shopping,40264.6,Net Banking,Reliance Fresh,Chennai,Expense,a32dfcc9-1319-483e-9251-0e6ca9e300ab,24675cb8-22e3-466c-a25f-3f8623b9b917,303888.41,INR,07:52:02,Thursday
2023-11-29,Entertainment,11610.24,Net Banking,Big Bazaar,Delhi,Income,9c5e7e47-1a9f-43de-bbe2-2c0b5e6ad62e,a444b1d0-5fba-4b51-81b0-4653d1307bee,180450.17,INR,15:29:32,Monday
2021-02-17,Dining,447.38,Net Banking,BookMyShow,Pune,Income,db09c011-5afe-48a3-b06a-ddd0bf900487,812e387f-78e9-4dc3-9aa0-dcf117c26981,269320.73,INR,18:27:29,Friday
2024-06-22,Utilities,10461.14,Cash,Reliance Fresh,Delhi,Expense,fee362f7-21e3-44d4-9b87-1d57435cd3dc,9380259c-1a30-4077-bb5e-f2734b0a1e6e,299339.85,INR,17:22:19,Monday
2022-10-22,Health,9709.69,Debit Card,Amazon,Kolkata,Expense,24290aa5-2a59-47f9-b591-5d0a1f81f437,38a0d7fa-ee52-44f3-bc70-c10069873302,442519.99,INR,04:12:31,Tuesday
2024-02-27,Entertainment,11273.13,Debit Card,Amazon,Kolkata,Income,60b256c3-eb30-4ebf-b805-f00800c3063b,750c28f4-2bff-42bc-9a1e-c2eb82fbcf82,173191.2,INR,09:24:24,Friday
2023-04-13,Shopping,20283.97,Credit Card,Amazon,Chennai,Income,5b58035b-18ab-4a15-8f5f-5153c1b315ac,1eeb8f3d-b21e-4918-b4ca-939046cfe80a,451998.8,INR,23:59:39,Sunday
2020-04-26,Groceries,32128.52,Net Banking,Swiggy,Bengaluru,Expense,2bee1d1f-557d-4486-9b0f-cf4b325df0f8,38c29464-3310-4877-a0b4-aabf38bfe5de,269539.99,INR,04:26:56,Tuesday
2021-05-06,Utilities,18266.68,UPI,Flipkart,Pune,Income,2c39ded8-fde3-48ca-bccd-10639e8e7e2b,60bbf813-ba59-4b0e-8f4e-5f4680230f30,149862.68,INR,21:19:13,Monday
2024-01-02,Dining,41900.31,Cash,Amazon,Delhi,Expense,badd3037-22a7-4d73-9f4c-52e937b4847f,8729e017-2724-4ef3-8fc9-72d127192c6c,395530.03,INR,20:30:43,Wednesday
2020-10-29,Entertainment,38979.52,Cash,BookMyShow,Pune,Expense,d24aabef-a284-4cd5-a30b-891f20da1a07,767dde00-6d82-4301-aceb-48f7ef41905a,179072.42,INR,01:22:22,Tuesday
2022-08-06,Dining,29393.16,Cash,Swiggy,Delhi,Income,d1119553-6d61-4145-a755-95354bd79fbe,5a044b76-5b2e-498a-ba7e-a457c77dad00,282811.96,INR,09:34:52,Tuesday
2023-06-06,Health,2204.59,Cash,Big Bazaar,Kolkata,Income,f8edce2d-8e9f-476d-9ee8-c60e133e48ac,18d348c0-14cf-4195-a4b8-ab843674b22c,400574.33,INR,17:57:21,Friday
2020-02-28,Utilities,1383.33,Credit Card,Zomato,Hyderabad,Expense,c467c226-ef1a-452f-a14a-b7f6a3c9bfa1,17e84e69-cf69-4c41-9d47-d6f1d68643f5,384980.2,INR,00:57:59,Tuesday
2020-12-01,Groceries,23801.31,Net Banking,Big Bazaar,Bengaluru,Expense,bf4c2786-8341-46fb-9bbe-51d879eca958,b0b71292-e380-44bc-95a4-5df8e38118f5,134848.29,INR,18:19:55,Tuesday
2021-01-13,Utilities,580.94,Cash,Big Bazaar,Kolkata,Income,16a9f4ea-e40b-48b2-a302-b5ee5de7c4d2,66b71afb-d5e5-4951-9f88-4e7ae47520fe,409316.86,INR,08:25:52,Wednesday
2021-10-08,Health,42983.67,Cash,Reliance Fresh,Kolkata,Expense,6b7819d8-4463-44b1-8faf-ba07714a7aaa,e9893dc4-0cbe-40d2-93e7-625984df08f1,47837.67,INR,20:15:58,Thursday
2024-01-25,Dining,20053.11,UPI,Flipkart,Hyderabad,Expense,a27f4281-fae4-4dac-b2fe-9bb2ad77b699,88e37843-102e-46be-8c28-aa75ca479321,384561.86,INR,08:49:13,Saturday
2021-01-10,Dining,6609.28,Debit Card,Flipkart,Pune,Income,85a7c38a-7af3-4ca6-beaa-65bff634bb5c,98240b22-c32b-45a1-9736-f9fb0586c0fb,476154.87,INR,03:06:50,Saturday
2024-02-12,Utilities,8958.26,Cash,Reliance Fresh,Delhi,Income,0318552f-b2e6-44c8-b286-af7d9db84556,6bd2c11f-2491-4ee7-8a62-0d736f9c2308,448632.64,INR,20:12:35,Saturday
2023-12-30,Education,47821.2,Debit Card,Big Bazaar,Kolkata,Expense,26ed03ce-d04a-4e04-a81a-f701af3e3f7a,200bb558-8eae-4349-985b-8409ca054379,264374.06,INR,03:14:30,Monday
2021-02-12,Health,30013.87,Debit Card,Uber,Ahmedabad,Expense,9f0eb3cc-5388-4a7d-9f78-0e4dc6f22c58,6c1ac542-e4a3-4c0d-80a1-26cdcc8219b3,203310.47,INR,13:51:59,Wednesday
2024-05-22,Entertainment,21991.65,Debit Card,Big Bazaar,Mumbai,Income,38998063-5b65-4f41-9a47-1225e7d78ea9,9642cf3c-9ec5-4b8d-bf37-d555760650e0,258918.12,INR,22:41:52,Tuesday
2021-10-03,Education,2196.14,Net Banking,Swiggy,Chennai,Income,155a6cf9-e063-48d3-aded-d14e83190c88,7c0c0854-c951-4886-85e0-fcf174c4c78c,427090.39,INR,11:42:24,Wednesday
2021-10-18,Groceries,24034.47,Credit Card,Swiggy,Ahmedabad,Expense,df97936f-f629-461e-8fa4-0f86be33267f,e9fb4626-79af-427e-95b8-9f28013d4a1b,296156.51,INR,07:32:52,Friday
2023-06-17,Utilities,18334.99,Debit Card,Zomato,Ahmedabad,Income,d2306158-c130-4b8b-b01b-8b98e8e41b7a,490f5370-6ee5-459e-878c-77e917622e64,72375.85,INR,23:43:05,Thursday
2021-06-13,Health,48757.08,Debit Card,Big Bazaar,Ahmedabad,Income,fc46c04c-c8e1-4225-9198-3f5d3d020ad6,0696ce1e-6b12-4f5f-8f3d-1ff718952416,467561.35,INR,17:50:11,Monday
2022-10-05,Utilities,20077.97,Debit Card,Flipkart,Kolkata,Expense,de4b2afe-f70f-4e17-bbe2-5dbf00a6e09d,be170430-b68c-4ba9-b729-a247f730c126,261285.46,INR,11:00:27,Monday
2022-08-03,Groceries,43839.58,UPI,BookMyShow,Delhi,Income,cd4600ee-bd52-4001-987d-6f3e7f8fa14c,98602d29-d434-4988-8526-ac442db27728,169131.92,INR,08:04:02,Sunday
2023-04-10,Entertainment,37952.32,Cash,Reliance Fresh,Kolkata,Expense,f03a96ed-e5f7-4a44-aa02-870c4792b7b2,8fe803f2-aa33-41af-9c9e-1119526c1a1d,85684.53,INR,12:58:47,Sunday
2022-04-09,Transportation,35475.93,Net Banking,Swiggy,Pune,Expense,8fc8e7ee-1899-4e2f-baec-4ed652f11ff7,a69d3ac2-f9d6-4564-9d71-49415fc9a7e8,455310.35,INR,06:11:00,Monday
2021-02-16,Health,30270.48,Cash,BookMyShow,Chennai,Income,7ab07a10-6312-48e3-a83e-c04037bf7cb7,070ac624-3a00-4920-b18f-fa94e62d7076,380945.23,INR,13:09:11,Wednesday
2020-09-08,Entertainment,5548.75,Cash,Zomato,Chennai,Expense,86c3bc01-9fca-4b4e-890e-1821841cfe57,4219441d-d83f-4e33-9e9c-35fae76238b6,231001.6,INR,12:17:50,Thursday
2021-04-25,Shopping,30293.65,UPI,Big Bazaar,Ahmedabad,Income,512d0727-5bf3-4af0-91ae-80e84ec2d0c4,0e22e1ae-3087-4977-b174-b87cdd234893,303673.98,INR,01:15:55,Wednesday
2022-03-12,Education,18210.18,Debit Card,BookMyShow,Bengaluru,Income,9041566e-30a2-4a63-a1e8-9b80afb6ab67,19cb929e-6795-48ea-ba66-f8d4a2f5c4c4,255740.74,INR,15:20:09,Tuesday
2024-05-07,Transportation,41399.58,UPI,Zomato,Kolkata,Income,a10d1a80-162e-4d74-89b5-a1aa4f6591c1,b5675fb6-c301-4354-8039-06a87191e168,461362.78,INR,05:05:55,Wednesday
2020-03-22,Transportation,49048.36,UPI,Amazon,Hyderabad,Expense,a19f034f-2a93-442e-805b-2e11a5e1b32e,36f06fa0-cbec-415f-a536-35102c2d5169,45159.29,INR,03:48:02,Thursday
2022-06-26,Education,36585.35,Cash,Flipkart,Chennai,Expense,933449a7-7dbb-4043-8e28-b0e0dfa07e0e,a4673ae9-0636-4acb-9093-b4f4c41a02fc,197104.0,INR,16:30:42,Saturday
2020-12-31,Dining,24660.02,UPI,Reliance Fresh,Delhi,Income,8dfcad51-ff8b-4d96-8de4-7648290a6861,d33b3389-231a-45a4-bbb4-6fab4dc93d57,241614.72,INR,11:20:54,Saturday
2020-03-21,Shopping,33883.15,Debit Card,BookMyShow,Kolkata,Income,76578743-7cae-43c1-aacc-ff6d4661d139,509df7cf-73b3-49bc-8e57-6633c688540a,19000.78,INR,07:58:57,Friday
2020-07-23,Shopping,4656.95,Credit Card,Zomato,Ahmedabad,Expense,f015d25b-115d-48c4-b13f-357422859198,5e059d62-89f1-413e-b3ee-d76a3bbb2c8d,165205.46,INR,08:34:18,Monday
2022-05-29,Transportation,33007.27,UPI,Amazon,Pune,Expense,cc1d6dab-22ca-426e-ab20-befc14243ee4,f5ab099a-406a-4703-9880-57ae527dd516,192479.74,INR,02:02:46,Thursday
